sy_vmag,elon,elat,st_spectype
9.4,50.11757,31.69378,M2
11.297,309.42887,32.36134,M0.5
9.37,308.423,-14.94345,
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,K5 V
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,K7 V
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,K5 V
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,K7 V
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,K6 V
10.37,351.93155,2.08221,K5 V
10.37,351.93155,2.08221,K7 V
10.37,351.93155,2.08221,
10.37,351.93155,2.08221,K6 V
12.316,55.93745,38.52664,
12.316,55.93745,38.52664,F2
11.593,242.93315,-15.23388,K7e V
11.593,242.93315,-15.23388,
12.416,247.151,0.79616,M1
12.416,247.151,0.79616,
12.416,247.151,0.79616,K7
12.416,247.151,0.79616,
14.146,23.22905,8.6738,M3
13.242,90.70463,-24.01482,
11.277,101.08324,44.60977,
11.277,101.08324,44.60977,
,207.92568,-66.25176,
,207.92568,-66.25176,
,207.92568,-66.25176,
,207.92568,-66.25176,
,207.92568,-66.25176,
,207.92568,-66.25176,
,207.92568,-66.25176,
10.03,134.2682,33.51795,M1
9.56,46.28156,49.71241,M1.5 V
9.62,262.95576,41.90034,M1.0 V
9.62,262.95576,41.90034,M1
9.62,262.95576,41.90034,
12.6,9.06572,10.85872,
12.6,9.06572,10.85872,M4 V
12.6,9.06572,10.85872,M3.0 V
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,G0 V
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
,,,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,G0 V
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.827,4.29186,41.04188,
9.46,321.54655,66.63008,K4
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,K4
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,K4
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
9.46,321.54655,66.63008,
12.665,184.77543,50.63176,K4
12.665,184.77543,50.63176,K4
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,K4
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,K4
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,K4
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,
12.665,184.77543,50.63176,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,G4
10.421,119.44095,27.90694,G4
,,,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,G4
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,
10.421,119.44095,27.90694,G4
10.421,119.44095,27.90694,
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,F5 V
9.988,253.78429,61.12638,F
9.988,253.78429,61.12638,F
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,F
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,
9.988,253.78429,61.12638,
12.41,70.95784,17.57822,G5
12.41,70.95784,17.57822,
12.41,70.95784,17.57822,G5
12.41,70.95784,17.57822,
12.41,70.95784,17.57822,
12.41,70.95784,17.57822,
12.41,70.95784,17.57822,
10.911,27.64625,34.79241,
10.911,27.64625,34.79241,
10.911,27.64625,34.79241,
,,,
10.911,27.64625,34.79241,F8
10.911,27.64625,34.79241,F8
10.911,27.64625,34.79241,
10.911,27.64625,34.79241,
10.911,27.64625,34.79241,
10.911,27.64625,34.79241,F8
10.911,27.64625,34.79241,
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,K
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,K
10.375,339.89241,41.6341,K
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,
10.375,339.89241,41.6341,K
10.375,339.89241,41.6341,
12.597,249.54854,55.48655,K2
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,K2
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,K2
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,
12.597,249.54854,55.48655,K2
12.826,23.41853,27.92999,
12.826,23.41853,27.92999,
12.826,23.41853,27.92999,K1
12.826,23.41853,27.92999,
12.826,23.41853,27.92999,K1
12.826,23.41853,27.92999,
12.826,23.41853,27.92999,
12.826,23.41853,27.92999,K1
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,F8
8.72,229.15796,61.01151,F8
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,F8
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,F8 V
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
8.72,229.15796,61.01151,
11.231,109.89653,2.39826,
11.231,109.89653,2.39826,K3
11.231,109.89653,2.39826,
11.231,109.89653,2.39826,K3
11.231,109.89653,2.39826,
11.231,109.89653,2.39826,
11.231,109.89653,2.39826,K3 V
11.231,109.89653,2.39826,
11.231,109.89653,2.39826,
11.231,109.89653,2.39826,K3
11.459,153.84594,33.83073,
11.459,153.84594,33.83073,
11.459,153.84594,33.83073,
11.459,153.84594,33.83073,
11.459,153.84594,33.83073,G3
11.459,153.84594,33.83073,
11.459,153.84594,33.83073,G3
9.763,136.85269,36.80858,G5
9.763,136.85269,36.80858,
9.763,136.85269,36.80858,
9.763,136.85269,36.80858,
9.763,136.85269,36.80858,
9.763,136.85269,36.80858,G5
,,,
9.763,136.85269,36.80858,
9.763,136.85269,36.80858,
9.763,136.85269,36.80858,G5 V
9.763,136.85269,36.80858,G5
11.937,313.49417,34.90735,
11.937,313.49417,34.90735,
11.937,313.49417,34.90735,
11.937,313.49417,34.90735,G0
11.937,313.49417,34.90735,G0
11.937,313.49417,34.90735,G0 V
11.937,313.49417,34.90735,
11.937,313.49417,34.90735,
11.937,313.49417,34.90735,G0
11.937,313.49417,34.90735,
11.937,313.49417,34.90735,
11.762,108.40488,-7.98172,F8
11.762,108.40488,-7.98172,
11.762,108.40488,-7.98172,F8
11.762,108.40488,-7.98172,F8
11.762,108.40488,-7.98172,
11.762,108.40488,-7.98172,
11.762,108.40488,-7.98172,
11.762,108.40488,-7.98172,
11.762,108.40488,-7.98172,
11.762,108.40488,-7.98172,
13.146,52.78177,6.96747,
13.146,52.78177,6.96747,
13.146,52.78177,6.96747,
13.146,52.78177,6.96747,G5
13.146,52.78177,6.96747,G5
13.146,52.78177,6.96747,
13.146,52.78177,6.96747,
13.146,52.78177,6.96747,G5
11.757,209.49168,16.37718,K1
11.757,209.49168,16.37718,
11.757,209.49168,16.37718,
11.757,209.49168,16.37718,K1
11.757,209.49168,16.37718,
11.757,209.49168,16.37718,K1
11.757,209.49168,16.37718,
11.757,209.49168,16.37718,
11.757,209.49168,16.37718,K1
12.052,218.38167,21.32825,
12.052,218.38167,21.32825,
12.052,218.38167,21.32825,G8
12.052,218.38167,21.32825,
12.052,218.38167,21.32825,
12.052,218.38167,21.32825,
12.052,218.38167,21.32825,G8
12.052,218.38167,21.32825,G8
13.098,26.3229,26.68801,
13.098,26.3229,26.68801,G3
13.098,26.3229,26.68801,G3
13.098,26.3229,26.68801,
13.098,26.3229,26.68801,G3
11.825,50.23673,35.89413,
11.825,50.23673,35.89413,
11.825,50.23673,35.89413,F8
11.825,50.23673,35.89413,
11.825,50.23673,35.89413,F8
11.825,50.23673,35.89413,
11.825,50.23673,35.89413,
11.825,50.23673,35.89413,
11.825,50.23673,35.89413,F8
11.825,50.23673,35.89413,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,K
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,
11.856,177.53063,53.04755,K
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
10.352,124.85602,-13.58875,
,,,
10.352,124.85602,-13.58875,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.667,272.13214,49.85449,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.439,46.24772,31.79456,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
11.032,109.52395,11.95415,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
10.403,310.64357,36.97709,
12.389,124.40261,-14.76922,
12.389,124.40261,-14.76922,
12.389,124.40261,-14.76922,
12.389,124.40261,-14.76922,
12.389,124.40261,-14.76922,
12.389,124.40261,-14.76922,
12.389,124.40261,-14.76922,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,G5 V
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
12.146,165.02155,43.4955,
13.427,302.13104,73.1149,
13.427,302.13104,73.1149,
13.427,302.13104,73.1149,
13.427,302.13104,73.1149,
13.427,302.13104,73.1149,
13.427,302.13104,73.1149,
13.427,302.13104,73.1149,
12.525,43.8095,17.14087,
12.525,43.8095,17.14087,
12.525,43.8095,17.14087,
12.525,43.8095,17.14087,
12.525,43.8095,17.14087,
12.525,43.8095,17.14087,
12.525,43.8095,17.14087,
12.282,112.59997,-3.76432,
12.282,112.59997,-3.76432,
12.282,112.59997,-3.76432,
12.282,112.59997,-3.76432,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,G1 V
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,F
11.118,212.60518,52.00088,
11.118,212.60518,52.00088,
11.34,1.50006,50.31481,
11.34,1.50006,50.31481,
11.34,1.50006,50.31481,
11.34,1.50006,50.31481,
11.34,1.50006,50.31481,
11.34,1.50006,50.31481,
11.34,1.50006,50.31481,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
11.365,300.38765,25.27489,
12.125,135.97947,-10.40149,
12.125,135.97947,-10.40149,
12.125,135.97947,-10.40149,
12.125,135.97947,-10.40149,
12.125,135.97947,-10.40149,
12.125,135.97947,-10.40149,
12.125,135.97947,-10.40149,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.279,128.65614,-8.16256,
13.225,185.10398,55.02944,
13.225,185.10398,55.02944,
13.225,185.10398,55.02944,
13.225,185.10398,55.02944,
13.225,185.10398,55.02944,
13.225,185.10398,55.02944,
13.225,185.10398,55.02944,
12.783,274.64219,19.98772,
12.783,274.64219,19.98772,
12.783,274.64219,19.98772,
12.783,274.64219,19.98772,
12.783,274.64219,19.98772,
12.783,274.64219,19.98772,
11.997,270.46961,20.46757,
11.997,270.46961,20.46757,
11.997,270.46961,20.46757,
11.997,270.46961,20.46757,
11.997,270.46961,20.46757,
10.205,316.64158,44.56141,
10.205,316.64158,44.56141,F
10.205,316.64158,44.56141,
10.205,316.64158,44.56141,F
10.205,316.64158,44.56141,
10.205,316.64158,44.56141,F
10.205,316.64158,44.56141,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,G
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.954,277.06873,59.95263,
11.703,117.71984,-8.63985,
11.703,117.71984,-8.63985,
11.703,117.71984,-8.63985,
11.703,117.71984,-8.63985,
11.703,117.71984,-8.63985,
11.703,117.71984,-8.63985,
11.703,117.71984,-8.63985,
13.51,32.13341,22.14724,
13.51,32.13341,22.14724,
13.51,32.13341,22.14724,
13.51,32.13341,22.14724,
13.51,32.13341,22.14724,
13.51,32.13341,22.14724,
14.107,48.92965,12.07168,
14.107,48.92965,12.07168,
14.107,48.92965,12.07168,
14.107,48.92965,12.07168,
14.107,48.92965,12.07168,
14.107,48.92965,12.07168,
14.107,48.92965,12.07168,
13.78,35.56049,27.50229,
13.78,35.56049,27.50229,
13.78,35.56049,27.50229,
13.78,35.56049,27.50229,
13.78,35.56049,27.50229,
,,,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.398,98.93049,2.34958,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
13.197,262.11913,49.01397,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.92,99.65368,4.17585,
10.639,275.61904,33.94394,A8 V
10.639,275.61904,33.94394,
10.639,275.61904,33.94394,A8 V
10.639,275.61904,33.94394,A8 V
10.639,275.61904,33.94394,
12.925,76.15918,34.44069,
12.925,76.15918,34.44069,
12.925,76.15918,34.44069,
11.64,347.7638,79.61171,
11.64,347.7638,79.61171,
11.64,347.7638,79.61171,
11.64,347.7638,79.61171,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
10.469,15.72681,40.25321,
9.727,47.01098,37.41762,
9.727,47.01098,37.41762,
9.727,47.01098,37.41762,
13.096,79.58421,27.21538,
13.096,79.58421,27.21538,
12.539,78.64296,25.47046,
12.539,78.64296,25.47046,
12.539,78.64296,25.47046,
13.657,269.50838,29.19993,
13.657,269.50838,29.19993,
12.855,67.66106,-19.39254,
12.855,67.66106,-19.39254,
12.855,67.66106,-19.39254,
13.121,322.35267,27.47371,G2
13.121,322.35267,27.47371,G2
13.121,322.35267,27.47371,
13.121,322.35267,27.47371,G2
13.121,322.35267,27.47371,
13.014,131.12852,38.81337,G0
13.014,131.12852,38.81337,G0
13.014,131.12852,38.81337,
13.014,131.12852,38.81337,
13.014,131.12852,38.81337,G0
10.106,245.05166,67.06032,
10.106,245.05166,67.06032,
10.106,245.05166,67.06032,
10.106,245.05166,67.06032,
13.802,115.87601,3.02172,
13.802,115.87601,3.02172,K
13.802,115.87601,3.02172,K
9.774,131.91613,-14.03038,
9.774,131.91613,-14.03038,
9.774,131.91613,-14.03038,
9.774,131.91613,-14.03038,
9.774,131.91613,-14.03038,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
10.481,312.86431,68.12398,
9.47,74.40351,-12.60904,
9.47,74.40351,-12.60904,
9.47,74.40351,-12.60904,
9.47,74.40351,-12.60904,
9.47,74.40351,-12.60904,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
10.358,0.9286,38.80075,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.344,106.51575,14.85084,
12.155,185.73428,-23.09171,
12.155,185.73428,-23.09171,
12.155,185.73428,-23.09171,
12.155,185.73428,-23.09171,
12.155,185.73428,-23.09171,
12.155,185.73428,-23.09171,
13.202,292.39927,-0.63581,
13.202,292.39927,-0.63581,
13.202,292.39927,-0.63581,
14.06,287.88266,-0.14734,G0
14.06,287.88266,-0.14734,
14.06,287.88266,-0.14734,
14.06,287.88266,-0.14734,
14.06,287.88266,-0.14734,
14.06,287.88266,-0.14734,G0
12.831,288.09813,2.88476,
12.831,288.09813,2.88476,
12.831,288.09813,2.88476,F
12.831,288.09813,2.88476,
12.831,288.09813,2.88476,
12.831,288.09813,2.88476,
13.911,311.67275,-9.19453,
13.911,311.67275,-9.19453,
13.911,311.67275,-9.19453,
13.911,311.67275,-9.19453,
13.911,311.67275,-9.19453,
13.911,311.67275,-9.19453,
13.911,311.67275,-9.19453,
14.052,308.52423,-7.84238,
14.052,308.52423,-7.84238,
14.052,308.52423,-7.84238,
14.052,308.52423,-7.84238,
14.052,308.52423,-7.84238,
14.052,308.52423,-7.84238,
14.909,308.31376,-1.29605,G9 V
13.957,345.80187,-26.76032,G3 V
13.957,345.80187,-26.76032,
13.957,345.80187,-26.76032,
13.957,345.80187,-26.76032,G3 V
12.402,212.7807,-38.39269,G V
12.402,212.7807,-38.39269,G V
12.402,212.7807,-38.39269,G V
12.402,212.7807,-38.39269,
12.402,212.7807,-38.39269,
14.188,187.1792,-28.91789,G V
14.188,187.1792,-28.91789,
14.188,187.1792,-28.91789,
14.188,187.1792,-28.91789,
14.188,187.1792,-28.91789,
13.565,186.45834,-21.89665,
13.565,186.45834,-21.89665,
13.565,186.45834,-21.89665,K
13.565,186.45834,-21.89665,
13.565,186.45834,-21.89665,K
13.565,186.45834,-21.89665,
13.565,186.45834,-21.89665,K
13.397,187.42644,-29.24255,K V
13.397,187.42644,-29.24255,
13.397,187.42644,-29.24255,K V
13.397,187.42644,-29.24255,
13.397,187.42644,-29.24255,K V
13.397,187.42644,-29.24255,K V
13.84,281.73975,-27.29317,
13.84,281.73975,-27.29317,G V
13.84,281.73975,-27.29317,G V
12.915,269.32695,-38.3107,
12.915,269.32695,-38.3107,
12.915,269.32695,-38.3107,F V
12.915,269.32695,-38.3107,
12.915,269.32695,-38.3107,
12.915,269.32695,-38.3107,
12.915,269.32695,-38.3107,F V
12.915,269.32695,-38.3107,F V
13.172,214.37966,-11.51357,G
13.172,214.37966,-11.51357,
13.172,214.37966,-11.51357,
13.172,214.37966,-11.51357,G
13.172,214.37966,-11.51357,G
13.006,159.22236,-39.76929,
13.006,159.22236,-39.76929,F
13.006,159.22236,-39.76929,F
13.006,159.22236,-39.76929,
13.006,159.22236,-39.76929,F
12.782,213.16701,-37.04369,
12.782,213.16701,-37.04369,F
12.782,213.16701,-37.04369,
12.782,213.16701,-37.04369,F
12.782,213.16701,-37.04369,F
13.981,280.44511,-26.22023,G
13.981,280.44511,-26.22023,
13.981,280.44511,-26.22023,G
13.981,280.44511,-26.22023,
12.62,280.1675,-31.98584,G
12.62,280.1675,-31.98584,
12.62,280.1675,-31.98584,G
12.62,280.1675,-31.98584,G
12.62,280.1675,-31.98584,G
12.433,308.20419,-6.44421,F
12.433,308.20419,-6.44421,
12.433,308.20419,-6.44421,
12.433,308.20419,-6.44421,F
12.433,308.20419,-6.44421,
12.433,308.20419,-6.44421,F
12.433,308.20419,-6.44421,
12.433,308.20419,-6.44421,
12.283,329.01395,-54.45003,
12.283,329.01395,-54.45003,
12.283,329.01395,-54.45003,G
12.283,329.01395,-54.45003,G
12.283,329.01395,-54.45003,G
13.315,200.52971,-17.81558,
13.315,200.52971,-17.81558,
13.315,200.52971,-17.81558,
14.386,338.83824,-14.10241,
14.386,338.83824,-14.10241,
14.386,338.83824,-14.10241,
14.386,338.83824,-14.10241,
11.91,286.47454,-33.29142,
11.91,286.47454,-33.29142,
11.91,286.47454,-33.29142,
11.91,286.47454,-33.29142,
11.91,286.47454,-33.29142,
11.91,286.47454,-33.29142,
11.91,286.47454,-33.29142,
13.857,323.09722,-54.69378,
13.857,323.09722,-54.69378,
13.857,323.09722,-54.69378,
13.857,323.09722,-54.69378,
12.609,285.49335,-41.5552,
12.609,285.49335,-41.5552,
12.609,285.49335,-41.5552,
12.609,285.49335,-41.5552,
12.609,285.49335,-41.5552,
14.364,289.66693,-1.21836,
14.364,289.66693,-1.21836,
14.364,289.66693,-1.21836,
14.364,289.66693,-1.21836,G0 V
12.341,207.00749,-13.54688,
11.967,166.84614,-33.22293,
11.967,166.84614,-33.22293,
11.967,166.84614,-33.22293,
12.745,121.63208,-50.94368,
12.745,121.63208,-50.94368,
12.745,121.63208,-50.94368,
12.745,121.63208,-50.94368,
12.745,121.63208,-50.94368,
13.516,95.45781,-45.90823,G
13.516,95.45781,-45.90823,G
13.516,95.45781,-45.90823,G
13.516,95.45781,-45.90823,
13.516,95.45781,-45.90823,
13.516,95.45781,-45.90823,G
13.516,95.45781,-45.90823,
13.478,105.21597,-52.65898,
13.478,105.21597,-52.65898,
13.478,105.21597,-52.65898,
13.478,105.21597,-52.65898,
12.678,108.7367,-49.61401,
12.678,108.7367,-49.61401,
12.678,108.7367,-49.61401,
12.678,108.7367,-49.61401,
12.678,108.7367,-49.61401,
13.682,117.51039,-55.12784,
13.682,117.51039,-55.12784,
13.682,117.51039,-55.12784,
13.682,117.51039,-55.12784,
13.682,117.51039,-55.12784,
13.562,76.13628,-53.9558,
13.562,76.13628,-53.9558,
13.562,76.13628,-53.9558,
13.562,76.13628,-53.9558,
13.562,76.13628,-53.9558,
13.562,76.13628,-53.9558,
14.397,81.98133,-51.25406,
14.397,81.98133,-51.25406,
14.397,81.98133,-51.25406,
13.325,105.73377,-44.69689,
13.325,105.73377,-44.69689,
13.325,105.73377,-44.69689,
13.325,105.73377,-44.69689,
13.325,105.73377,-44.69689,
13.783,333.7487,-52.11036,
13.783,333.7487,-52.11036,
13.783,333.7487,-52.11036,
13.783,333.7487,-52.11036,
13.783,333.7487,-52.11036,
14.602,282.60125,-26.98793,
14.602,282.60125,-26.98793,
14.602,282.60125,-26.98793,
14.602,282.60125,-26.98793,
14.226,281.69112,-36.89585,
14.226,281.69112,-36.89585,
14.226,281.69112,-36.89585,
14.226,281.69112,-36.89585,
14.988,333.65765,-52.10018,
14.988,333.65765,-52.10018,
12.598,60.67842,-42.63073,G
12.598,60.67842,-42.63073,
12.598,60.67842,-42.63073,
12.598,60.67842,-42.63073,G
12.598,60.67842,-42.63073,G
12.598,60.67842,-42.63073,
12.598,60.67842,-42.63073,G
14.045,297.19216,-5.46517,
12.525,108.26701,-51.68617,
12.525,108.26701,-51.68617,
12.525,108.26701,-51.68617,
12.525,108.26701,-51.68617,
